Lot Frontage	Lot Area	Neighborhood	Overall Qual	Overall Cond	Year Built	Total Bsmt SF	1st Flr SF	Gr Liv Area	Bedroom AbvGr	TotRms AbvGrd	Garage Area	SalePrice
52	6240	BrkSide	6	6	1931	884	959	1367	3	6	560	127500
60	6180	BrkSide	6	5	1926	960	986	986	2	5	180	102000
47	7755	OldTown	6	8	1918	1100	1100	2264	4	8	408	200000
60	13515	BrkSide	6	6	1919	764	1060	1824	3	8	520	180500
60	8850	BrkSide	6	7	1920	768	752	1376	3	7	576	165000
60	8550	BrkSide	5	5	1926	750	960	1316	4	7	576	90000
60	8730	BrkSide	6	7	1915	698	698	1396	3	7	384	153575
	5700	OldTown	7	6	1929	672	672	1344	3	6	456	140000
60	8520	OldTown	6	7	1916	714	1664	2526	5	10	216	136000
40	5680	OldTown	5	4	1901	592	933	1173	3	7	240	113000
40	5680	OldTown	5	3	1901	969	969	1214	2	6	216	117000
	7758	IDOTRR	7	4	1931	1040	1226	1818	4	7	240	169500
57	7449	IDOTRR	7	7	1930	637	1108	1108	3	6	280	139400
120	13200	IDOTRR	6	6	1963	741	1497	2294	5	9	658	202500
60	6882	IDOTRR	6	7	1914	684	773	1355	3	7	0	127000
50	9000	IDOTRR	6	6	1937	780	780	1375	3	6	544	141000
60	9780	IDOTRR	7	9	1950	976	976	1952	4	8	299	212300
60	10320	IDOTRR	6	5	1915	1138	1138	2180	3	7	720	161000
52	4330	IDOTRR	4	6	1958	808	838	1315	3	5	436	99500
60	7200	IDOTRR	5	7	1920	530	581	1111	3	6	288	101000
40	4800	IDOTRR	4	7	1916	1196	1196	1196	2	5	440	109900
	12358	OldTown	5	6	1941	720	854	1382	2	7	660	128500
60	10120	OldTown	7	4	1910	925	964	1889	4	9	308	122000
55	4388	OldTown	5	7	1930	672	840	840	3	5	0	87000
60	10320	IDOTRR	4	1	1910	771	866	1484	3	6	264	50000
107	12888	Sawyer	7	8	1937	1005	1262	2267	3	7	498	219000
138	18030	ClearCr	5	6	1946	1598	1636	3086	3	12	0	200500
60	8160	Edwards	5	6	1940	756	756	1134	3	7	240	126000
59	4484	SWISU	5	6	1942	672	778	1282	2	4	240	108500
75	11235	Sawyer	5	5	1963	925	999	999	3	6	308	130000
75	11235	Sawyer	5	5	1964	1420	1452	1452	2	6	572	158450
62	14299	Sawyer	4	3	1964	1005	1005	1005	3	5	440	115400
61	7943	Sawyer	4	5	1961	1029	1029	1029	3	5	261	118500
65	14149	Sawyer	5	8	1964	980	1020	1020	3	5	528	165000
	11677	Sawyer	5	4	1966	1040	1040	1040	3	6	264	123000
70	8400	Sawyer	6	5	1966	814	913	913	3	6	240	129000
99	7094	Sawyer	5	5	1966	894	894	894	3	5	384	125000
	8978	Sawyer	5	5	1968	948	948	948	3	6	300	108000
70	8425	Sawyer	5	6	1971	768	868	868	2	6	576	119900
86	8665	Sawyer	5	5	1968	876	897	897	3	5	264	115000
	8398	Sawyer	5	5	1967	943	943	943	2	5	528	134500
66	7742	Sawyer	5	7	1966	955	955	955	3	6	386	127000
109	8724	Sawyer	5	5	1968	894	894	894	3	5	450	129000
71	8197	Sawyer	6	5	1977	660	1285	1285	3	7	528	143500
	8169	Sawyer	5	7	1966	912	912	912	3	6	315	129000
81	14175	Sawyer	5	5	1956	1240	1375	1375	3	6	323	187000
99	16779	Sawyer	5	4	1920	671	1567	2654	4	11	638	158000
	25339	Sawyer	5	7	1918	816	1416	1416	3	7	576	112000
70	6960	Sawyer	7	8	1940	680	798	1302	2	6	224	165250
91	11375	Sawyer	6	5	1954	967	1299	1299	3	6	494	150000
85	13770	Sawyer	5	6	1958	1158	1176	1176	3	6	303	137000
	9000	Sawyer	4	7	1945	0	998	998	3	5	460	89500
	115149	ClearCr	7	5	1971	1643	1824	1824	2	5	739	302000
	11075	ClearCr	6	5	1984	1190	1522	1522	3	7	552	182000
97	10029	ClearCr	6	5	1988	1151	1164	2060	4	8	521	211000
	17541	Edwards	5	7	1948	409	1325	1325	3	6	576	216000
	22692	Edwards	5	5	1953	1073	1630	1630	3	6	649	130000
84	17808	Edwards	4	5	1946	484	1242	1242	2	4	336	109900
102	12671	ClearCr	6	7	1954	1288	2422	2422	4	6	527	255000
84	12615	Edwards	6	7	1950	1202	2158	2158	4	7	576	243000
70	10512	Edwards	6	6	1954	988	988	1626	3	6	332	154000
60	5400	SWISU	5	5	1958	864	864	864	3	6	399	118000
	11515	Edwards	4	5	1958	0	943	943	3	5	308	80000
42	7711	Edwards	4	3	1977	1440	1440	1440	4	8	0	150000
58	9098	Edwards	4	7	1920	528	605	605	2	5	0	86000
39	3869	Edwards	5	6	1984	1038	1038	1038	2	5	264	130000
58	9280	Edwards	5	6	1951	1342	1342	1342	4	7	256	125000
60	11100	Edwards	5	6	1951	1080	1080	1480	4	7	253	136500
50	7550	Edwards	4	5	1920	951	986	1362	4	7	280	96000
60	9060	Edwards	5	6	1957	0	1340	1340	3	7	252	120000
104	23920	SawyerW	6	5	1984	1105	1105	1822	4	7	515	228500
114	10357	SawyerW	7	5	1990	910	1442	1442	3	6	719	179900
116	13474	SawyerW	7	5	1990	700	1122	2243	4	8	746	225000
86	10380	SawyerW	7	5	1986	1502	1553	2730	4	8	576	301000
103	13125	SawyerW	7	5	1991	1104	912	2127	4	8	833	238000
82	11287	SawyerW	7	6	1989	807	1175	1982	3	7	575	228500
75	9317	SawyerW	7	5	1994	779	1029	1958	3	7	499	220000
77	9965	CollgCr	7	5	2007	1264	1282	2696	4	10	792	383970
77	9965	CollgCr	8	5	2006	1466	1466	2828	4	11	1052	424870
71	9178	CollgCr	8	5	2007	1643	1651	1651	3	7	870	250000
93	10481	CollgCr	8	5	2006	2140	2140	2140	3	8	894	360000
91	10652	CollgCr	7	5	2006	1494	1494	1494	3	7	840	279500
103	11175	CollgCr	7	5	2007	1316	1316	1316	3	6	440	200141
66	10235	CollgCr	8	5	2007	1643	1651	1651	3	7	870	246500
69	9588	CollgCr	8	5	2007	1482	1482	2574	3	10	868	276000
68	8814	CollgCr	7	5	2005	1274	1274	1274	3	6	508	203000
85	11103	CollgCr	7	5	2006	728	728	1456	3	8	440	155835
74	8556	CollgCr	7	5	2006	1240	1240	1240	2	5	826	194000
64	6762	CollgCr	7	5	2007	1208	1208	1208	2	6	628	195400
75	11750	CollgCr	7	5	2005	1546	1546	1546	3	7	796	217000
73	8760	CollgCr	8	5	2006	1489	1500	1500	3	7	674	212999
64	7242	CollgCr	7	5	2005	1270	1270	1270	2	6	524	175900
78	9316	CollgCr	7	5	2005	879	879	1795	3	7	578	191000
78	9317	CollgCr	6	5	2006	1314	1314	1314	3	6	440	176432
	14364	SawyerW	7	5	1988	1157	1180	2062	3	7	454	277000
	8883	SawyerW	7	5	1988	929	946	1873	3	7	619	207000
	159000	ClearCr	6	7	1958	1444	1444	2144	4	7	389	277000
	53107	ClearCr	6	5	1992	1580	1079	1953	3	9	501	240000
	12205	ClearCr	6	8	1966	832	976	2087	5	9	444	187500
155	20064	ClearCr	8	6	1976	966	1743	1743	0	5	529	279000
	14217	CollgCr	5	5	1994	1022	1022	1022	3	6	747	139500
65	8775	CollgCr	5	5	1994	990	990	990	3	5	299	126000
105	11249	CollgCr	6	5	1995	1200	1200	1200	3	6	521	177500
57	10021	CollgCr	6	6	1997	635	646	1308	3	6	497	175000
	9531	CollgCr	6	5	1998	794	882	1796	3	7	546	211000
60	8428	CollgCr	5	7	1994	990	990	990	3	5	384	146000
70	16561	CollgCr	5	5	1996	1097	1097	1097	3	6	242	147900
60	8070	CollgCr	4	5	1994	990	990	990	3	5	0	123600
69	9337	CollgCr	6	5	1997	824	905	1786	3	7	684	204750
47	10820	CollgCr	7	5	1999	988	988	1873	3	7	597	235500
43	12352	CollgCr	7	5	1998	853	853	1753	3	7	534	217000
68	9543	CollgCr	7	5	2001	845	845	1690	3	7	517	190550
	8826	CollgCr	7	5	2000	985	985	1842	3	7	486	217500
72	10665	CollgCr	7	5	2003	1453	1479	1479	3	7	558	226000
72	11317	CollgCr	7	5	2003	840	840	1668	3	8	500	180000
97	11800	CollgCr	5	5	1974	864	894	894	3	5	440	131000
59	8660	CollgCr	5	5	1976	1015	1025	1025	3	6	370	153500
72	9720	CollgCr	5	7	1977	995	1009	1009	3	6	576	160000
45	8982	CollgCr	5	5	1977	1040	1040	1040	3	5	748	134900
39	16300	CollgCr	5	4	1977	876	907	907	3	5	308	130000
75	9675	CollgCr	5	6	1975	864	879	879	3	5	440	120000
70	7700	CollgCr	5	5	1972	882	882	882	3	5	461	112500
120	10356	CollgCr	5	6	1975	969	969	969	3	5	440	122000
60	7200	CollgCr	5	5	1972	864	864	864	3	5	576	127000
60	7200	CollgCr	4	8	1972	385	875	875	3	5	728	117000
80	10386	CollgCr	8	5	2004	2000	2000	2000	3	8	888	305900
	9375	CollgCr	8	5	2002	1284	1284	2169	3	7	647	228500
	11354	CollgCr	7	5	2000	1673	1673	1673	3	7	583	270000
70	8749	CollgCr	7	5	2002	1459	1459	1459	3	6	527	192000
70	8749	CollgCr	7	5	2003	979	992	1932	3	7	610	213000
65	8158	CollgCr	7	5	2002	860	860	1729	3	7	542	200000
66	16226	CollgCr	8	5	1998	1028	1210	2452	4	9	683	267000
73	11927	CollgCr	8	5	1994	1556	1592	1592	3	7	484	228000
	12728	CollgCr	8	5	2001	1531	1531	2439	4	7	560	275000
	15295	CollgCr	7	5	1996	860	1212	1992	3	7	608	211000
90	11248	CollgCr	9	5	2002	1626	1668	1668	3	7	702	285000
80	10000	CollgCr	8	5	1995	1220	1220	2090	3	8	556	240000
36	4435	CollgCr	6	5	2003	848	848	848	1	3	420	131500
73	17227	CollgCr	8	5	1999	1341	1341	1341	1	5	482	246900
65	8200	CollgCr	7	5	2003	847	847	1928	4	8	434	219500
65	8450	CollgCr	7	5	2003	1337	1337	1337	3	6	531	185000
70	8145	CollgCr	7	5	2007	738	738	1476	3	7	552	179400
79	9245	CollgCr	7	5	2006	939	939	1797	3	8	639	213500
63	8500	CollgCr	7	5	2004	1422	1422	1422	3	7	626	179600
65	8769	CollgCr	7	5	2005	1169	1190	1190	2	5	578	173500
64	8334	CollgCr	6	5	2006	1330	1330	1330	3	6	437	167840
64	8333	CollgCr	7	5	2006	738	738	1491	3	7	484	168675
64	9045	CollgCr	5	5	2005	768	768	1536	3	6	400	167000
70	9170	Edwards	5	7	1965	1214	1214	1214	2	6	461	140000
75	9825	Edwards	5	5	1967	936	936	936	2	4	384	118500
67	8308	Edwards	4	6	1963	1088	1088	1088	2	4	520	110000
73	10921	Edwards	4	5	1965	960	960	960	3	6	432	94750
74	16287	Edwards	5	6	1925	901	901	1351	3	7	576	122000
80	8240	Edwards	6	6	1960	1179	1179	1179	2	5	622	110000
81	11841	Edwards	6	5	1990	816	816	816	3	5	0	118500
65	6285	Edwards	6	6	1976	960	1044	1044	3	7	528	133500
	7917	Edwards	6	7	1976	1143	1113	1113	3	6	504	148000
	9555	Edwards	5	6	1979	0	1100	2233	5	11	579	141000
74	8536	Edwards	5	5	2006	1125	1125	1125	2	5	430	155000
60	7024	Edwards	5	5	2005	1090	1090	1090	2	5	450	157000
60	7023	Edwards	5	5	2005	734	734	1408	3	6	489	171500
128	39290	Edwards	10	5	2008	5095	5095	5095	2	15	1154	183850
130	40094	Edwards	10	5	2007	3138	3138	4676	3	11	884	184750
35	3675	Edwards	6	5	2005	547	1072	1072	2	5	525	140000
64	6400	Edwards	5	7	1959	960	960	960	2	4	392	131750
74	6882	Edwards	4	3	1955	0	1152	1152	2	6	0	61500
75	10215	Edwards	4	5	1954	864	948	948	3	5	248	111000
52	8741	Edwards	5	6	1946	1195	1195	1195	4	8	0	98500
70	4270	Edwards	3	6	1931	544	774	774	3	6	0	79000
62	10042	Edwards	6	8	1920	660	740	865	2	4	216	108500
68	9450	Edwards	4	5	1954	894	894	894	3	5	400	110000
70	11767	Edwards	4	7	1910	560	796	1346	2	6	384	112000
60	8172	Edwards	4	5	1955	768	768	768	2	4	355	125000
60	8172	Edwards	4	5	1955	864	864	864	3	5	528	79275
60	8190	Edwards	4	6	1954	948	948	948	3	5	280	119000
60	10896	SWISU	6	7	1914	1440	1440	3395	8	14	0	200000
60	10890	SWISU	5	6	1923	1296	1296	2592	6	12	0	150000
55	10592	Crawfor	6	7	1923	602	900	1502	3	7	180	165000
55	10594	Crawfor	5	5	1926	768	789	789	2	5	200	96500
54	7223	Crawfor	5	5	1926	1290	1422	1422	3	6	352	136500
51	6821	Crawfor	6	7	1921	651	759	1298	2	8	240	146500
60	7200	SWISU	5	7	1937	731	981	1768	3	7	240	175000
63	4000	Crawfor	7	8	1930	531	567	1098	2	5	216	148500
53	6720	Crawfor	6	7	1921	585	851	1436	3	7	228	141500
55	7642	Crawfor	7	8	1918	912	912	1426	3	7	216	189950
53	7155	Crawfor	6	8	1926	686	686	1461	3	6	225	135000
53	7128	Crawfor	7	5	1941	918	918	1646	4	7	240	164000
40	4280	Crawfor	5	6	1913	440	694	694	2	4	352	90350
53	5362	Crawfor	5	6	1910	661	661	1250	3	8	552	139000
50	6305	Crawfor	5	7	1938	920	954	954	2	5	240	119750
82	7136	Crawfor	6	6	1946	979	979	1958	4	8	492	145000
82	6270	Crawfor	5	6	1949	1001	1001	2002	4	8	871	145000
60	7230	Crawfor	7	7	1927	851	867	1718	4	8	264	238000
126	13108	Crawfor	5	5	1951	0	1226	1226	2	7	400	153500
86	22420	Crawfor	6	6	1918	1370	1370	2624	4	10	864	239000
78	12168	Crawfor	8	6	1934	965	1940	3194	4	10	380	359100
110	7810	Crawfor	4	6	1930	930	1230	1755	4	7	231	188000
	11275	Crawfor	6	7	1932	854	1096	1991	3	7	432	220000
79	6221	Crawfor	5	5	1941	728	760	1355	3	5	528	140000
70	10570	Crawfor	8	8	1932	853	1549	2727	3	10	440	315000
61	7259	Crawfor	6	8	1945	1028	1436	2320	3	9	180	259500
110	14442	Crawfor	6	7	1957	1477	1839	1839	3	7	416	257500
75	13125	Crawfor	7	6	1940	800	960	1740	3	6	240	219500
	21000	Crawfor	6	5	1953	1809	2259	2259	3	7	450	217000
	25485	Crawfor	6	4	1960	1560	1560	1560	3	6	580	201000
	21579	Crawfor	6	6	1968	1488	1488	1488	3	7	552	215000
24	1782	Blueste	6	6	1980	516	529	1045	2	5	462	123900
	17871	Crawfor	4	5	1995	1680	1680	1680	4	7	628	170000
35	3907	Blueste	8	5	1988	1004	1020	1020	1	4	509	200000
	20693	Crawfor	7	5	1971	1696	1696	1696	3	7	625	198000
	32668	Crawfor	6	3	1957	2035	2515	2515	4	9	484	200624
70	18044	Crawfor	8	5	1986	279	2726	2726	2	6	691	315000
85	8500	IDOTRR	5	7	1919	793	997	1517	3	7	0	115000
50	7000	IDOTRR	6	7	1940	720	720	1215	3	6	720	141000
50	5000	IDOTRR	5	6	1941	720	803	803	2	5	360	87000
50	7288	IDOTRR	5	7	1925	936	936	1601	3	6	0	129850
50	6060	IDOTRR	4	5	1939	732	772	1123	3	4	264	100000
50	9060	IDOTRR	5	6	1923	859	942	1828	3	6		150909
46	3672	IDOTRR	5	7	1922	816	816	816	2	5	100	75200
59	8263	IDOTRR	6	5	1920	1012	1012	1012	2	6	308	118400
60	8967	IDOTRR	5	2	1920	961	1077	1077	2	6	338	67000
75	13710	IDOTRR	5	5	1950	910	910	1558	4	6	282	152000
64	11067	IDOTRR	2	4	1939	0	640	845	1	4	256	68104
75	8250	IDOTRR	5	6	1895	957	1034	1991	4	9	0	119600
65	6565	IDOTRR	4	6	1957	1073	1073	1073	3	6	720	140000
60	6060	IDOTRR	5	9	1930	837	1001	1001	2	5	216	124900
59	5568	Crawfor	8	5	2006	1573	1625	1625	2	5	495	375000
44	4750	Crawfor	8	5	2006	1573	1625	1625	2	5	538	235000
	12150	Mitchel	6	6	1979	1001	1299	1299	2	5	486	183500
	7540	Mitchel	6	6	1978	888	912	912	2	5	470	156000
71	9187	Mitchel	6	5	1983	1084	1080	1080	3	5	484	134000
80	10000	Mitchel	5	5	2002	1441	1392	1392	3	6	650	215000
44	12864	Mitchel	7	5	2002	1409	1409	1409	1	4	576	245000
	9928	Mitchel	7	5	1991	1454	1478	1478	3	6	506	210000
	8750	Mitchel	7	6	1975	852	918	918	3	4	360	148000
82	8410	Mitchel	6	6	1974	970	1026	1026	2	5	528	143000
46	4054	Timber	7	6	1987	1501	1501	1501	2	5	512	244000
	9763	GrnHill	7	5	1998	1502	1502	1502	1	5	286	330000
115	16905	Timber	5	6	1959	1350	1328	1328	2	5	308	170000
149	19958	Timber	6	8	1958	585	2279	2279	4	7	461	257000
67	8368	Timber	7	5	2006	1689	1689	1689	3	7	433	231713
68	8298	Timber	8	5	2006	1546	1564	1564	2	6	502	267300
64	9037	Timber	8	5	2006	1476	1484	1484	2	6	472	265900
89	10991	Timber	8	5	2007	1571	1571	1571	3	7	722	239000
67	10656	Timber	8	5	2006	1638	1646	1646	3	6	870	248900
42	10331	Timber	7	7	1985	1265	1240	1240	3	6	528	174000
44	13758	Timber	7	5	1990	1156	1187	1717	3	7	400	187500
	9303	Timber	6	5	1996	872	888	1756	3	7	422	204000
	6718	Timber	8	5	2001	1267	1312	1312	2	5	471	180500
73	9590	Timber	7	5	2003	868	1146	1146	3	6	438	187500
80	11305	Timber	8	5	2002	1922	1922	1922	2	6	692	282000
	7777	Timber	6	5	1996	1491	1491	1491	3	7	571	178000
85	14536	Timber	8	5	2002	1616	1629	1629	3	9	808	270000
	11800	Timber	7	5	2003	1122	1146	2486	5	10	452	279900
50	35133	Timber	5	4	1963	1572	1572	1572	3	5	995	186700
93	15306	Timber	8	5	2006	1732	1776	1776	3	7	712	283463
85	12633	Timber	10	5	2006	1824	1824	1824	3	8	932	392000
88	12665	Timber	8	5	2005	1094	1133	2482	4	9	642	281213
70	8402	Mitchel	5	5	2007	1120	1120	1120	3	6	0	147000
200	43500	Mitchel	3	5	1953	0	2034	2034	2	9	1041	130000
62	6710	Mitchel	6	5	1996	920	936	936	0	3	460	140000
94	25286	Mitchel	4	5	1963	1064	1040	1040	3	5	648	132250
100	25000	Mitchel	5	4	1967	1632	1632	1632	4	8	576	143000
	32463	Mitchel	4	4	1961	1249	1622	1622	3	7	1356	168000
44	4224	MeadowV	5	7	1976	1040	1060	1060	3	6	572	129900
44	4224	MeadowV	5	5	1976	1142	1142	1142	3	6	528	134000
21	1504	MeadowV	4	4	1972	546	546	1092	3	5	253	85500
	1533	MeadowV	4	5	1970	530	530	992	2	4	297	106500
21	1495	MeadowV	4	6	1970	546	546	1092	3	5	0	93900
21	2001	MeadowV	4	5	1970	546	546	1092	3	6	286	75000
21	1936	MeadowV	4	6	1970	630	630	630	1	3	0	84500
21	1890	MeadowV	4	3	1976	546	546	1092	3	6	286	75190
	11333	Mitchel	6	5	1976	1029	1062	1062	3	5	539	146800
72	9129	Mitchel	5	5	1977	923	1008	1008	1	4	678	153500
	15957	Mitchel	6	6	1977	1244	1356	1356	3	6	528	188000
61	33983	Mitchel	5	6	1977	1160	1676	1676	3	6	672	196000
68	8286	Mitchel	5	7	1977	716	716	1432	3	6	531	157000
50	6723	Mitchel	5	7	1971	796	796	796	2	5	0	138000
54	7244	Mitchel	5	7	1970	768	768	768	2	5	624	129500
124	27697	Mitchel	4	3	1961	1396	1608	1608	3	6	444	80000
69	7599	Mitchel	4	6	1982	845	845	845	2	4	360	129500
	11000	Mitchel	5	6	1976	1090	1178	1178	3	6	502	135000
76	8314	Mitchel	5	7	1982	816	816	816	2	5	264	124500
65	11625	Mitchel	5	7	1983	816	816	816	2	4	264	139000
63	10712	Mitchel	5	5	1991	974	974	974	3	5	0	93500
62	10447	Mitchel	5	6	1984	864	887	887	3	5	288	124500
	11027	NAmes	6	5	1954	1178	1293	1293	2	5	452	149900
85	10533	NAmes	6	6	1956	1008	1024	1024	2	5	313	157500
	11765	NAmes	5	5	1957	1617	1797	1797	3	7	963	169000
	39384	NAmes	6	6	1957	1705	1390	1390	1	4	550	252000
90	11727	NAmes	7	6	1969	1851	1851	1851	3	8	506	192100
60	8238	Gilbert	6	5	1997	813	813	1525	3	6	400	183500
	13006	Gilbert	7	5	1997	964	993	2236	4	8	642	222000
	13041	Gilbert	6	5	1995	781	781	1671	3	7	423	170000
	13031	Gilbert	6	5	1995	691	691	1498	3	6	409	187500
54	9783	Gilbert	6	5	1996	821	821	1776	3	7	443	202000
70	11207	Gilbert	6	5	1997	802	802	1511	3	8	413	185000
134	19378	Gilbert	7	5	2005	1392	1392	2462	4	9	576	320000
50	14859	Gilbert	7	5	2006	1670	1670	1670	3	7	690	240000
50	13128	Gilbert	8	5	2005	1074	1074	2064	4	7	527	250000
72	10463	Gilbert	8	5	2005	893	901	1801	3	8	800	239900
42	13751	Gilbert	7	5	2005	1700	1700	2212	3	9	773	309000
168	23257	Gilbert	7	5	2006	868	887	2021	3	9	422	274725
68	13108	StoneBr	8	5	1994	2062	2079	2687	4	9	618	270000
	8076	Gilbert	6	6	1993	1160	1169	1169	3	6	402	183500
	7685	Gilbert	6	5	1993	697	697	1501	3	6	420	165600
63	9084	Gilbert	7	5	1998	935	955	1632	3	8	462	176500
30	3701	StoneBr	8	5	1987	1191	1204	1204	2	5	461	130000
44	5306	StoneBr	7	7	1987	1064	1064	1767	2	5	504	239000
	6563	StoneBr	8	5	1985	1742	1742	1742	2	5	564	275000
59	16023	StoneBr	9	5	2005	1398	1414	2798	3	11	670	457347
60	18062	StoneBr	10	5	2006	1528	1528	3390	5	10	758	545224
63	12292	StoneBr	9	5	2006	1094	1102	2473	4	11	675	356383
85	16056	StoneBr	9	5	2005	1992	1992	2868	4	11	716	556581
82	12438	StoneBr	8	5	2006	1234	1264	2576	4	10	666	361919
82	16052	StoneBr	10	5	2006	1850	1850	2698	4	11	736	535000
92	15922	StoneBr	9	5	2005	1390	1390	2795	4	10	660	401179
66	13682	StoneBr	10	5	2006	1410	1426	2945	3	10	641	438780
	14762	Gilbert	5	6	1948	0	1547	2320	2	7	672	169000
100	34650	Gilbert	5	5	1955	1056	1056	1056	3	5	572	145000
60	8147	StoneBr	9	5	2005	1714	1714	1714	2	7	517	318000
69	11302	StoneBr	8	5	2005	1814	1826	1826	3	7	758	319000
90	18261	StoneBr	9	5	2005	1910	2000	2000	3	8	722	470000
91	14145	NWAmes	7	7	1984	1208	1621	1621	3	8	440	202500
	13837	NWAmes	7	5	1988	1204	1377	2183	4	9	786	229000
	16659	NWAmes	7	7	1977	795	1468	2263	3	9	539	235000
	18800	NWAmes	6	5	1976	796	790	1574	3	6	566	190000
	10464	NWAmes	6	6	1980	988	1102	1102	2	5	582	169000
80	10400	NWAmes	7	5	1988	1845	1872	1872	3	6	604	241500
81	10530	NWAmes	7	5	1978	945	945	1857	4	8	482	188900
79	10240	NWAmes	6	6	1980	1686	1686	1686	3	7	612	207500
80	16692	NWAmes	7	5	1978	1392	1392	2784	5	12	564	250000
85	11475	NWAmes	6	6	1975	713	811	1552	3	6	434	179900
	9927	NWAmes	7	5	1976	1047	1083	1083	2	5	596	172000
75	9512	Somerst	7	5	2005	960	960	2318	3	8	541	294323
81	10530	NWAmes	6	6	1975	675	1109	1875	3	8	485	184500
78	10140	NWAmes	5	6	1975	1056	1074	1074	3	6	495	153500
78	10140	NWAmes	7	5	1976	832	832	1664	4	8	528	162900
78	10140	NWAmes	6	6	1974	1040	1309	1309	3	5	484	181000
80	10000	NWAmes	6	6	1974	1103	1103	1103	3	6	462	155000
	15870	NAmes	5	5	1969	1096	1096	1096	3	6	299	138800
71	9353	NAmes	4	5	1970	864	864	864	3	5	280	116050
	8125	NAmes	4	4	1971	858	858	858	3	5	0	88000
60	7200	NAmes	4	4	1971	864	874	874	3	5	576	97500
26	8773	NAmes	6	5	2002	1487	1419	1419	2	4	543	190000
24	2760	BrDale	6	5	1973	525	525	1092	3	6	440	105500
24	2160	BrDale	5	6	1973	765	765	1365	3	7	440	125500
21	1953	BrDale	6	5	1973	483	483	987	2	5	264	83000
21	1890	BrDale	6	7	1972	494	494	1030	3	6	264	116000
21	1680	BrDale	6	5	1971	672	672	1218	3	7	0	91500
21	1680	BrDale	6	7	1972	672	672	1218	3	7	264	118000
21	1680	BrDale	6	5	1972	483	483	948	2	5	264	89000
21	1680	BrDale	6	5	1972	525	525	1092	3	6	264	108000
21	1680	BrDale	6	5	1972	483	483	987	2	5	288	94500
53	4043	NPkVill	6	5	1975	1069	1069	1069	2	4	440	146300
65	7514	NAmes	5	7	1967	943	1387	1387	3	6	300	145000
68	7838	NAmes	5	5	1967	864	900	900	3	6	288	123000
24	2280	NPkVill	7	7	1976	1055	1055	1055	2	4	319	137500
24	2179	NPkVill	6	5	1976	855	855	1456	3	6	460	144000
129	16737	NridgHt	9	5	2004	1980	1980	1980	3	8	770	315000
72	16387	NridgHt	9	5	2006	1738	1738	2589	4	11	831	412083
111	16259	NridgHt	9	5	2006	1249	1249	2596	4	9	840	342643
110	16163	NridgHt	8	5	2004	1618	1618	1618	2	6	880	252000
107	13891	NridgHt	10	5	2006	2076	2076	2076	2	7	850	465000
108	12228	NridgHt	7	5	2006	1721	1740	1740	4	8	874	293000
120	14780	NridgHt	9	5	2005	1868	1868	1868	2	7	1085	415000
98	16033	NridgHt	9	5	2004	1833	1850	1850	3	8	772	326000
101	14215	NridgHt	8	5	2005	1158	1158	2376	4	9	853	325300
108	13418	NridgHt	8	5	2004	1117	1132	2452	4	9	691	309000
120	13975	NridgHt	9	5	2005	1090	1117	2206	4	10	670	300000
80	10240	NridgHt	8	5	2005	1030	1038	2098	3	8	878	275500
82	9942	NridgHt	9	5	2005	1606	1625	2091	3	8	521	338500
85	11924	NridgHt	9	5	2005	1175	1182	2324	4	11	736	345000
103	12867	NridgHt	8	5	2005	1209	1209	2253	3	8	575	344133
82	10672	NridgHt	8	5	2006	1054	1054	2389	4	10	672	298236
82	11643	NridgHt	8	5	2005	1524	1544	2358	4	10	784	329900
90	12378	NridgHt	9	5	2003	1896	1944	1944	3	8	708	360000
86	11065	NridgHt	8	5	2006	1085	1120	1970	3	8	753	281000
121	13758	NridgHt	9	5	2005	1792	1792	1792	2	6	925	372397
131	14828	NridgHt	9	5	2004	1780	1780	1780	2	7	816	378000
72	11846	NridgHt	9	5	2003	1792	1792	1792	2	6	874	374000
56	20431	NridgHt	9	5	2005	1848	1848	2728	4	10	706	437154
74	10927	NridgHt	8	5	2005	1058	1058	1904	3	8	736	275000
	13215	NridgHt	8	5	2004	1420	1426	1914	3	9	746	279000
43	7052	NridgHt	7	5	2005	1364	1364	1364	2	6	484	185850
48	5911	NridgHt	9	5	2005	1560	1565	1565	2	6	556	282500
48	6955	NridgHt	7	5	2005	1368	1368	1368	2	6	474	202500
40	6792	NridgHt	7	5	2005	1368	1368	1368	2	6	474	202665
61	7740	NridgHt	9	5	2006	1686	1686	1686	1	6	899	332200
48	6373	NridgHt	9	5	2006	1666	1666	1666	2	6	575	310090
	3136	NridgHt	7	5	2003	1405	1405	1405	2	6	478	171750
65	10237	Gilbert	6	5	2005	1316	1316	1316	3	6	397	169990
65	10237	Gilbert	6	5	2005	728	728	1456	3	8	390	170440
65	10237	Gilbert	7	5	2006	738	738	1492	3	8	440	169985
58	17104	Gilbert	7	5	2006	654	664	1496	3	7	426	179665
58	14054	Gilbert	7	5	2006	879	879	1863	4	9	660	219210
102	11660	Gilbert	6	5	2006	1326	1326	1326	3	6	427	174190
105	15578	Gilbert	6	5	2006	728	728	1456	3	8	429	172785
96	11631	Gilbert	8	5	2004	1052	1052	2373	4	9	632	258000
75	9073	Gilbert	7	5	2006	738	738	1492	3	8	440	185101
43	3087	Blmngtn	7	5	2006	1220	1364	1364	2	6	437	210250
	3196	Blmngtn	7	5	2003	1374	1557	1557	2	7	420	234000
