year,age,maritalstatus,education,region,jobclass,health,health_ins,wage
2009,50,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,92.89584479
2005,25,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,54.59815003
2005,33,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,96.37065283
2008,34,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,114.4757133
2006,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,94.07271475
2004,33,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,95.23071257
2007,59,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,139.0034081
2006,62,5. Separated,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2005,28,5. Separated,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2008,40,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2003,52,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,138.2991269
2007,29,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,89.49247952
2007,34,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,92.89584479
2004,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,54.59815003
2005,66,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2005,43,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,68.74808773
2007,45,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,92.89584479
2006,35,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2005,43,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2007,49,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2004,60,1. Never Married,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,77.04520085
2003,46,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,94.07271475
2009,55,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,101.8243521
2006,32,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2007,53,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,133.2323508
2009,57,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,157.1035043
2007,51,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,281.7459706
2004,59,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,182.020621
2006,45,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,119.0992348
2006,56,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,71.68674367
2005,30,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,85.38394038
2006,21,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.15045568
2003,60,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,138.2991269
2007,60,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.8243521
2007,48,4. Divorced,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2003,39,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,87.98103279
2009,32,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,115.3750386
2007,51,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,191.5736835
2006,47,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,86.69515483
2007,44,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,75.8522372
2008,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,166.3249412
2004,28,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,56.90553914
2003,24,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,99.6894637
2006,37,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,92.89584479
2006,31,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2004,72,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,92.89584479
2008,50,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,101.8243521
2007,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,145.1436012
2006,27,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,76.89360252
2009,27,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,90.48191336
2004,41,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,127.1157438
2008,20,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,82.6796373
2008,49,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2007,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,64.15923257
2006,41,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,89.49247952
2009,53,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2009,45,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,127.1157438
2003,32,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,66.96164432
2005,47,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2003,26,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,123.0896998
2009,31,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,133.2323508
2007,32,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2006,50,4. Divorced,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,120.1661196
2007,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,115.3750386
2006,47,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,112.6488963
2005,55,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2005,49,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2004,25,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,61.18752643
2008,60,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,95.68881191
2008,62,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,89.24288466
2003,63,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.901233
2004,31,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,128.6804882
2006,29,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2008,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,114.4757133
2007,28,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,76.12969964
2005,36,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,123.0896998
2007,28,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,99.6894637
2004,38,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,102.8702469
2008,35,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,96.37065283
2005,46,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,117.1468169
2007,37,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,90.48191336
2005,41,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2006,59,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2006,51,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,107.9039239
2006,26,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2003,34,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,60.15412466
2004,32,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2007,23,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2004,50,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,143.1349408
2009,25,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,69.09818381
2004,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,78.98167452
2009,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,128.6804882
2006,50,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,54.59815003
2006,34,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.7053751
2005,34,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,104.9215065
2005,55,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,277.6014175
2003,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,78.21457569
2004,40,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,82.6796373
2005,32,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,117.1468169
2006,63,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,118.8843593
2004,38,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.8339856
2008,67,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,59.09706408
2005,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,116.2653241
2003,31,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,61.18752643
2006,41,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2003,47,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,78.3924668
2009,61,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,122.2636739
2005,61,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2008,21,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,54.59815003
2004,22,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,66.04469423
2003,53,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,126.9578857
2004,47,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,81.28325328
2005,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.901233
2007,36,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,87.98103279
2005,42,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,123.0896998
2004,54,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,104.9215065
2004,27,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2004,36,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,131.7378012
2006,35,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,73.77574327
2003,60,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,104.9215065
2005,42,5. Separated,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,91.60261566
2008,41,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2004,35,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,131.6526987
2006,34,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,309.5717713
2007,22,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,70.66104767
2007,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,84.85204409
2004,59,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,102.8702469
2007,29,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,103.9024706
2006,32,1. Never Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.07271475
2003,49,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,128.6804882
2009,30,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,106.3268649
2003,33,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.25528683
2007,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,133.2323508
2003,37,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,78.3924668
2003,46,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,130.9821774
2007,63,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2005,41,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,96.37065283
2005,40,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,109.8339856
2007,46,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,281.7459706
2005,45,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.07271475
2008,48,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,200.5432623
2007,28,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,87.98103279
2009,65,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,87.98103279
2005,50,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,97.49329405
2008,53,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,107.9039239
2007,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,95.68881191
2003,30,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,109.8339856
2006,37,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.38744997
2004,51,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,88.83156917
2008,55,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,166.3249412
2004,35,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.69569513
2006,33,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,122.2636739
2008,41,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,132.4878211
2003,34,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,96.37065283
2006,33,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,89.24288466
2008,49,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2006,62,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,73.77574327
2004,31,1. Never Married,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,109.8339856
2007,43,4. Divorced,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,100.0996625
2008,43,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.2656772
2004,43,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,91.69922611
2009,48,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,109.5472966
2003,48,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,70.47601965
2007,50,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,144.2047389
2009,29,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,99.6894637
2004,52,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,94.07271475
2004,46,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,87.98103279
2005,40,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2004,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,81.28325328
2006,54,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,115.3750386
2006,38,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,107.9039239
2004,32,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,101.4020523
2008,28,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,144.4794227
2005,33,1. Never Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,145.1436012
2004,44,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,163.515864
2006,41,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,81.28325328
2005,31,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,40.40566526
2007,48,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,97.49329405
2007,50,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,117.1468169
2004,47,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2004,31,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,84.04595765
2008,40,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,88.81647397
2009,54,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,86.69515483
2004,24,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,75.35567932
2005,34,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,98.59934386
2003,65,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2007,28,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,109.6429681
2008,30,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,79.85490031
2009,45,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,166.3249412
2008,35,5. Separated,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,139.0034081
2005,46,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,145.1436012
2003,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,85.38394038
